Title,movieId,bag_of_words
Cameraman: The Life and Work of Jack Cardiff,92357,jackcardiff martinscorsese kirkdouglas laurenbacall craigmccall D o c u m e n t a r y
Yolki 2,92374,"evgeniyaabramova irinaarkhipova datobakhtadze pavelbarshak aleksandrbaranov,levangabriadze,dmitriykiselev,aleksandrkott C o m e d y"
Yolki 2,92374,"evgeniyaabramova irinaarkhipova datobakhtadze pavelbarshak aleksandrbaranov,levangabriadze,dmitriykiselev,aleksandrkott C o m e d y"
This Time Around,92376,carlypope brianaustingreen sararue ginatognoni douglasbarr C o m e d y   R o m a n c e
Enid,92378,helenabonhamcarter matthewmacfadyen denislawson clairerushbrook jameshawes D r a m a
Grave Encounters,92391,"benwilkinson seanrogerson ashleighgryzko merwinmondesir colinminihan,stuartortiz,theviciousbrothers H o r r o r"
Forever Yours,92412,beniaminogigli joangardner ivanbrandt jeannestuart zoltankorda D o c u m e n t a r y
Kariera Nikosia Dyzmy,92416,cezarypazura annaprzybylska ewakasprzyk katarzynafigura jacekbromski C o m e d y
E=mc2,92418,cezarypazura olaflubaszenko agnieszkawlodarczyk renatadancewicz olaflubaszenko A c t i o n   C o m e d y
Chronicle,92420,danedehaan alexrussell michaelb.jordan michaelkelly joshtrank A c t i o n   S c i - F i   T h r i l l e r
Dottie Gets Spanked,92424,j.evanbonifant barbaragarrick juliehalston robertpall toddhaynes D r a m a
Woman in Love,92427,alexandramarialara jennymoore dejanbucin gerdpape detlevbuck C o m e d y
Toast,92437,oscarkennedy victoriahamilton colinprockter kenstott s.j.clarkson C o m e d y   D r a m a
Bucky Larson: Born to Be a Star,92448,nickswardson christinaricci donjohnson stephendorff tombrady C o m e d y
Can Mr. Smith Get to Washington Anymore?,92455,nickadams joanbarry charlesbrennan russcarnahan frankpopper D o c u m e n t a r y
Third Star,92481,tomburke benedictcumberbatch jjfeild adamrobertson hattiedalton C o m e d y   D r a m a
Living Proof,92483,harryconnickjr. tammyblanchard amandabynes jennifercoolidge danireland D r a m a
Barbie in the Nutcracker,92490,kellysheridan kirbymorrow timcurry peterkelamis owenhurley A n i m a t i o n   C h i l d r e n   M u s i c a l
Dylan Moran: Monster,92494,dylanmoran markheap michaelmatheson C o m e d y   D o c u m e n t a r y
"Dylan Moran: Like, Totally",92496,dylanmoran michaelmatheson C o m e d y
"Dylan Moran: Yeah, Yeah",92500,dylanmoran paulmachliss C o m e d y
Swamp Shark,92511,christopherberry wadeboggs marcuslylebrown jasonrogel grifffurst S c i - F i
My Boy Jack,92533,davidhaig danielradcliffe kimcattrall careymulligan briankirk D r a m a   W a r
Louis C.K.: Live at the Beacon Theater,92535,louisc.k. louisc.k. C o m e d y
As Luck Would Have It,92600,josémota salmahayek blancaportillo juanluisgaliardo álexdelaiglesia D r a m a
Holding Trevor,92613,brentgorski christopherwyllie melissasearing jaybrannan rossergoodman D r a m a   R o m a n c e
At Home by Myself... with You,92635,kristinbooth aaronabrams shaunamacdonald ryanblakely krisbooth C o m e d y   R o m a n c e
Warsaw Bridge,92641,carmeelias franciscoguijar jordidauder josepmariapou pereportabella ( n o   g e n r e s   l i s t e d )
Monsieur Lazhar,92643,mohamedfellag sophienélisse émiliennéron marie-èvebeauregard philippefalardeau C h i l d r e n   C o m e d y   D r a m a
BookWars,92648,peterwhitney ricksherman marvin everettshapiro jasonrosette C o m e d y   C r i m e   D o c u m e n t a r y
"For a Good Time, Call...",92665,laurenmillerrogen jameswolk arigraynor justinlong jamietravis C o m e d y   D r a m a   R o m a n c e
Casey Jones,92672,hilarionbanks robbierist moirawilson brianvillalobos polarisbanks A c t i o n   A d v e n t u r e   F a n t a s y
Janie Jones,92674,abigailbreslin alessandronivola elisabethshue brittanysnow davidm.rosenthal D r a m a   M u s i c a l
Journey 2: The Mysterious Island,92681,dwaynejohnson michaelcaine joshhutcherson luisguzmán bradpeyton A c t i o n   A d v e n t u r e   C o m e d y   S c i - F i   I M A X
Stella Does Tricks,92683,kellymacdonald jamesbolam hansmatheson ewanstewart cokygiedroyc D r a m a
Perfect Sense,92694,evagreen laurentempany ewanmcgregor connienielsen davidmackenzie D r a m a   R o m a n c e   S c i - F i
Israeli Intelligence,92698,ronshahar ilandar lanaettinger irisabramovich alongurarye A c t i o n   C o m e d y
Johnny Cash at Folsom Prison,92702,genebeley jimbrown junecartercash johncartercash bestorcram D o c u m e n t a r y
Fake,92706,yôsukeakimoto masashiebara garygillett kikukoinoue ikusuzuki C r i m e   M y s t e r y   T h r i l l e r
Tim and Eric's Billion Dollar Movie,92719,"billa.jones jeffgoldblum bobodenkirk frankslaten timheidecker,ericwareheim C o m e d y"
Rollo and the Woods Sprite,92730,allantuppurainen mariajärvenhelmi peterfranzén karihietalahti ollisaarela C h i l d r e n   F a n t a s y
Beautiful Kate,92738,benmendelsohn sophielowe maevedermody rachelgriffiths rachelward D r a m a   M y s t e r y
Kokowääh,92751,numanacar meretbecker godebenedix anne-sophiebriest tilschweiger C o m e d y
When Love Is Not Enough: The Lois Wilson Story,92758,winonaryder barrypepper johnbourgeois rosemarydunsmore johnkentharrison D r a m a
Sixpack,92768,jimbeem mickblue gregcentauro dwaynecummings brandoniron C o m e d y   D r a m a
Bodyguards and Assassins,92804,xueqiwang tonykafaileung junhu edisonwang teddychan A c t i o n   D r a m a
Smokin' Aces 2: Assassins' Ball,92829,tomberenger claynecrawford tommyflanagan maurysterling p.j.pesce A c t i o n
Knuckle,92836,jamesquinnmcdonagh michaelquinnmcdonagh paddyquinnmcdonagh ianpalmer ianpalmer D o c u m e n t a r y
Ricky Rapper and the Bicycle Thief,92852,anna-maijatuokko tuuliaeloranta marttisyrjä marttisuosalo marirantasila C h i l d r e n   C o m e d y   M u s i c a l
Ricky Rapper and the Bicycle Thief,92852,anna-maijatuokko tuuliaeloranta marttisyrjä marttisuosalo marirantasila C h i l d r e n   C o m e d y   M u s i c a l
Plans for Tomorrow,92872,carmeelias analabordeta goyatoledo auragarrido juanamacías D r a m a
Such Is Life,92881,arceliaramírez patriciareyesspíndola luisfelipetovar ernestoyáñez arturoripstein D r a m a   R o m a n c e
We Were Here,92904,"edwolf danielgoldstein guyclark eileenglutzer davidweissman,billweber(co-director) D o c u m e n t a r y"
New York in the 50's,92918,davidamram samastrachan jamesbaldwin brockbower betsyblankenbaker D o c u m e n t a r y
Ghost Rider: Spirit of Vengeance,92938,"nicolascage violanteplacido ciaránhinds idriselba markneveldine,briantaylor A c t i o n   F a n t a s y   T h r i l l e r"
Dos,92951,davidfernándezfabu inéscastaño marinakalogirou stavrosyagoulis stathisathanasiou D r a m a   F a n t a s y   R o m a n c e
Prayers for Bobby,92954,sigourneyweaver henryczerny ryankelley austinnichols russellmulcahy D r a m a
Little Criminals,92956,brendanfletcher mylesferguson adamharrison jordanclarke stephensurjik C r i m e   D r a m a
Bustin' Down the Door,92963,renoabellira clydeaikau eddieaikau benaipa jeremygosch D o c u m e n t a r y
Comanche Territory,92980,maureeno'hara macdonaldcarey willgeer charlesdrake georgesherman D r a m a   W a r
Miss Nobody,93022,lesliebibb adamgoldberg kathybaker missipyle abramcox C o m e d y   C r i m e
Retreat,93024,cillianmurphy thandienewton jamiebell jimmyyuill carltibbetts T h r i l l e r
Guy and Madeline on a Park Bench,93029,jasonpalmer desireegarcia sandhakhin karenadelman damienchazelle D r a m a   M u s i c a l
October Baby,93061,"rachelhendrix jasonburkey johnschneider jenniferprice andrewerwin,jonerwin D r a m a"
Khodorkovsky,93063,mikhailkhodorkovsky pavelkhodorkovsky marinakhodorkovskaya lenakhodorkovskaya cyriltuschi D o c u m e n t a r y   D r a m a
Ursul,93070,serbanpavlu claudiubleont gabrielspahiu mihaiconstantin danchisu C o m e d y   D r a m a
Mozart's Sister,93128,marieféret marcbarbé delphinechuillot davidmoreau renéféret D r a m a   R o m a n c e
Seven Days in Utopia,93132,robertduvall lucasblack melissaleo deborahannwoll matthewdeanrussell D r a m a
Mega Shark vs. Crocosaurus,93139,garystretch jaleelwhite sarahlieving robertpicardo christopherray A c t i o n   A d v e n t u r e   H o r r o r
Sleep Tight,93164,luistosar martaetura albertosanjuan petramartínez jaumebalagueró H o r r o r   T h r i l l e r
Arena,93172,samuell.jackson kellanlutz johnnymessner katiawinter jonahloop A c t i o n   T h r i l l e r
Poppy Shakespeare,93185,annamaxwellmartin tessapeake-jones clairebenedict koladeagboke benjaminross D r a m a
Freedom,93187,cubagoodingjr. sharonleal davidrasche kimberlynichole petercousens D r a m a
Freedom,93187,cubagoodingjr. sharonleal davidrasche kimberlynichole petercousens D r a m a
Freedom,93187,cubagoodingjr. sharonleal davidrasche kimberlynichole petercousens D r a m a
Freedom,93187,cubagoodingjr. sharonleal davidrasche kimberlynichole petercousens D r a m a
Freedom,93187,cubagoodingjr. sharonleal davidrasche kimberlynichole petercousens D r a m a
Freedom,116945,cubagoodingjr. sharonleal davidrasche kimberlynichole petercousens D r a m a
Freedom,116945,cubagoodingjr. sharonleal davidrasche kimberlynichole petercousens D r a m a
Freedom,116945,cubagoodingjr. sharonleal davidrasche kimberlynichole petercousens D r a m a
Freedom,116945,cubagoodingjr. sharonleal davidrasche kimberlynichole petercousens D r a m a
Freedom,116945,cubagoodingjr. sharonleal davidrasche kimberlynichole petercousens D r a m a
Freedom,134823,cubagoodingjr. sharonleal davidrasche kimberlynichole petercousens C h i l d r e n   D r a m a
Freedom,134823,cubagoodingjr. sharonleal davidrasche kimberlynichole petercousens C h i l d r e n   D r a m a
Freedom,134823,cubagoodingjr. sharonleal davidrasche kimberlynichole petercousens C h i l d r e n   D r a m a
Freedom,134823,cubagoodingjr. sharonleal davidrasche kimberlynichole petercousens C h i l d r e n   D r a m a
Freedom,134823,cubagoodingjr. sharonleal davidrasche kimberlynichole petercousens C h i l d r e n   D r a m a
Freedom,143649,cubagoodingjr. sharonleal davidrasche kimberlynichole petercousens D r a m a
Freedom,143649,cubagoodingjr. sharonleal davidrasche kimberlynichole petercousens D r a m a
Freedom,143649,cubagoodingjr. sharonleal davidrasche kimberlynichole petercousens D r a m a
Freedom,143649,cubagoodingjr. sharonleal davidrasche kimberlynichole petercousens D r a m a
Freedom,143649,cubagoodingjr. sharonleal davidrasche kimberlynichole petercousens D r a m a
Freedom,157805,cubagoodingjr. sharonleal davidrasche kimberlynichole petercousens A d v e n t u r e   A n i m a t i o n   R o m a n c e   S c i - F i
Freedom,157805,cubagoodingjr. sharonleal davidrasche kimberlynichole petercousens A d v e n t u r e   A n i m a t i o n   R o m a n c e   S c i - F i
Freedom,157805,cubagoodingjr. sharonleal davidrasche kimberlynichole petercousens A d v e n t u r e   A n i m a t i o n   R o m a n c e   S c i - F i
Freedom,157805,cubagoodingjr. sharonleal davidrasche kimberlynichole petercousens A d v e n t u r e   A n i m a t i o n   R o m a n c e   S c i - F i
Freedom,157805,cubagoodingjr. sharonleal davidrasche kimberlynichole petercousens A d v e n t u r e   A n i m a t i o n   R o m a n c e   S c i - F i
I Saw Mommy Kissing Santa Claus,93191,conniesellecca corbinbernsen colesprouse dylansprouse johnshepphird C h i l d r e n   C o m e d y
Red Hill,93193,ryankwanten stevebisley tommylewis clairevanderboom patrickhughes C r i m e   T h r i l l e r   W e s t e r n
Gone,93242,amandaseyfried danielsunjata jennifercarpenter sebastianstan heitordhalia D r a m a   T h r i l l e r
Gone,93242,amandaseyfried danielsunjata jennifercarpenter sebastianstan heitordhalia D r a m a   T h r i l l e r
Gone,143998,amandaseyfried danielsunjata jennifercarpenter sebastianstan heitordhalia C r i m e   D r a m a   H o r r o r   M y s t e r y   T h r i l l e r
Gone,143998,amandaseyfried danielsunjata jennifercarpenter sebastianstan heitordhalia C r i m e   D r a m a   H o r r o r   M y s t e r y   T h r i l l e r
Courageous,93265,kenbevel alexkendrick kevindownes reneejewell alexkendrick D r a m a
Flywheel,93267,rosettaharrisarmstrong lisaarnold blakebailey jansenbarnes alexkendrick D r a m a
Project X,93270,thomasmann olivercooper jonathandanielbrown daxflame nimanourizadeh C o m e d y
Darling,93279,juliechristie laurenceharvey dirkbogarde joséluisdevilallonga johnschlesinger D r a m a
Darling,93279,juliechristie laurenceharvey dirkbogarde joséluisdevilallonga johnschlesinger D r a m a
Darling,93279,juliechristie laurenceharvey dirkbogarde joséluisdevilallonga johnschlesinger D r a m a
Darling,156898,juliechristie laurenceharvey dirkbogarde joséluisdevilallonga johnschlesinger T h r i l l e r
Darling,156898,juliechristie laurenceharvey dirkbogarde joséluisdevilallonga johnschlesinger T h r i l l e r
Darling,156898,juliechristie laurenceharvey dirkbogarde joséluisdevilallonga johnschlesinger T h r i l l e r
Darling,171531,juliechristie laurenceharvey dirkbogarde joséluisdevilallonga johnschlesinger D r a m a   R o m a n c e
Darling,171531,juliechristie laurenceharvey dirkbogarde joséluisdevilallonga johnschlesinger D r a m a   R o m a n c e
Darling,171531,juliechristie laurenceharvey dirkbogarde joséluisdevilallonga johnschlesinger D r a m a   R o m a n c e
Act of Valor,93297,"rorkedenver dave sonny weimy mikemccoy,scottwaugh A c t i o n   T h r i l l e r   W a r"
Undefeated,93324,"montrail'money'brown o.c.brown billcourtney chavisdaniels daniellindsay,t.j.martin D o c u m e n t a r y"
This Means War,93326,reesewitherspoon chrispine tomhardy tilschweiger mcg A c t i o n   C o m e d y   R o m a n c e
John Carter,93363,taylorkitsch lynncollins samanthamorton willemdafoe andrewstanton A c t i o n   A d v e n t u r e   S c i - F i   I M A X
Canned Dreams,93365,lisebiskup neucidesouza florentinadumitru sebastianlaustsen katjagauriloff D o c u m e n t a r y
When We Leave,93376,sibelkekilli nizamschiller deryaalabora settartanriögen feoaladag D r a m a
Genius Within: The Inner Life of Glenn Gould,93379,"corneliafoss glenngould michèlehozer,peterraymont D o c u m e n t a r y"
10 Mountains 10 Years,93391,bennyaerts jaymesbrevard ericbuzzetto eileencolon jenniferyee D o c u m e n t a r y
Great Directors,93393,bernardobertolucci catherinebreillat lilianacavani stephenfrears angelaismailos D o c u m e n t a r y
Queen: Days of Our Lives,93404,brianmay rogertaylor chrissmith freddiemercury matto'casey D o c u m e n t a r y
Starbuck,93422,patrickhuard julielebreton antoinebertrand dominicphilie kenscott C o m e d y
Forks Over Knives,93432,leefulkerson matthewlederman alonapulde t.colincampbell leefulkerson D o c u m e n t a r y
Skies Above the Landscape,93439,audreyhamm aleksandarseksan harisburina nadadjurevska nenaddjuric C o m e d y
United Red Army,93441,makisakai arataiura akienamiki gôjibiki kôjiwakamatsu D r a m a
Goon,93443,seannwilliamscott jaybaruchel alisonpill lievschreiber michaeldowse C o m e d y   D r a m a
Blind Pig Who Wants to Fly,93450,jokoanwar clarinebaharrizki ladyacheryl andharaearly edwin D r a m a
Listen to Your Heart,93467,alexiarasmussen kentmoran cybillshepherd shirleyknight mattthompson D r a m a   M u s i c a l   R o m a n c e
Pale Cocoon,93473,minakokawashima nakaomichiosu hirokaoyama yasuhiroyoshiura yasuhiroyoshiura A n i m a t i o n   S c i - F i
Miral,93481,hiamabbass asmaalshiukhy neemehkhalil jameelkhoury julianschnabel D r a m a
Princess of Mars,93484,antoniosabatojr. tracilords mattlasky chackovadaketh markatkins S c i - F i   T h r i l l e r   W a r
Like Water,93492,andersonsilva joséaldo pennybuffington juniordossantos pablocroce D o c u m e n t a r y
Cencoroll,93496,kanahanazawa ryoheikimura satomimoriya hiroshimono atsuyauki A c t i o n   A n i m a t i o n   S c i - F i
Game Change,93498,juliannemoore woodyharrelson edharris petermacnicol jayroach D r a m a
Kill by Inches,93500,"emmanuelsalinger myriamcyr marcuspowell christopherzach dianedoniol-valcroze,arthurk.flam F a n t a s y   H o r r o r   T h r i l l e r"
Bestseller,93504,jeong-hwaeom jin-woongcho kang-heechoi hie-bongjo jeong-holee H o r r o r   M y s t e r y   T h r i l l e r
21 Jump Street,93510,"jonahhill channingtatum brielarson davefranco phillord,christophermiller A c t i o n   C o m e d y   C r i m e"
"Jeff, Who Lives at Home",93512,"jasonsegel edhelms susansarandon judygreer jayduplass,markduplass C o m e d y   D r a m a"
Blackballed: The Bobby Dukes Story,93516,robcorddry paulscheer dannahfeinglassphirman robriggle brantsersen C o m e d y
Treed Murray,93535,davidhewlett aaronashmore clébennett kevinduhaney williamphillips D r a m a
Blind,93552,ellendorritpetersen henrikrafaelsen veravitali mariuskolbenstvedt eskilvogt D r a m a   H o r r o r   T h r i l l e r
Blind,93552,ellendorritpetersen henrikrafaelsen veravitali mariuskolbenstvedt eskilvogt D r a m a   H o r r o r   T h r i l l e r
Blind,93552,ellendorritpetersen henrikrafaelsen veravitali mariuskolbenstvedt eskilvogt D r a m a   H o r r o r   T h r i l l e r
Blind,93552,ellendorritpetersen henrikrafaelsen veravitali mariuskolbenstvedt eskilvogt D r a m a   H o r r o r   T h r i l l e r
Blind,115437,ellendorritpetersen henrikrafaelsen veravitali mariuskolbenstvedt eskilvogt D r a m a
Blind,115437,ellendorritpetersen henrikrafaelsen veravitali mariuskolbenstvedt eskilvogt D r a m a
Blind,115437,ellendorritpetersen henrikrafaelsen veravitali mariuskolbenstvedt eskilvogt D r a m a
Blind,115437,ellendorritpetersen henrikrafaelsen veravitali mariuskolbenstvedt eskilvogt D r a m a
Blind,149992,ellendorritpetersen henrikrafaelsen veravitali mariuskolbenstvedt eskilvogt D r a m a   R o m a n c e
Blind,149992,ellendorritpetersen henrikrafaelsen veravitali mariuskolbenstvedt eskilvogt D r a m a   R o m a n c e
Blind,149992,ellendorritpetersen henrikrafaelsen veravitali mariuskolbenstvedt eskilvogt D r a m a   R o m a n c e
Blind,149992,ellendorritpetersen henrikrafaelsen veravitali mariuskolbenstvedt eskilvogt D r a m a   R o m a n c e
Blind,176685,ellendorritpetersen henrikrafaelsen veravitali mariuskolbenstvedt eskilvogt D r a m a
Blind,176685,ellendorritpetersen henrikrafaelsen veravitali mariuskolbenstvedt eskilvogt D r a m a
Blind,176685,ellendorritpetersen henrikrafaelsen veravitali mariuskolbenstvedt eskilvogt D r a m a
Blind,176685,ellendorritpetersen henrikrafaelsen veravitali mariuskolbenstvedt eskilvogt D r a m a
Lockout,93563,"guypearce maggiegrace vincentregan josephgilgun jamesmather,stevesaintleger A c t i o n   S c i - F i   T h r i l l e r"
Punksters & Youngsters,93568,akupunktio atteblom briard creepycrawlie joukoaaltonen D o c u m e n t a r y
Bedevilled,93570,yeong-hieseo seong-wonji min-hohwang minje cheol-soojang C r i m e   D r a m a   H o r r o r
Resurrect Dead: The Mystery of the Toynbee Tiles,93574,justinduerr marcduerr kevinriley abbymiller jonfoy D o c u m e n t a r y   M y s t e r y
Space Battleship Yamato,93610,takuyakimura meisakuroki toshirôyanagiba naotoogata takashiyamazaki A c t i o n   A d v e n t u r e   D r a m a
Zero Bridge,93618,mohamadimrantapa taniyakhan alimohammaddar fahadbanday tariqtapa D r a m a
Family Meeting,93628,juhokinaret roberthagnäs nikoriippa kimvikman heikkikossi D o c u m e n t a r y   M u s i c a l
Wreckers,93641,clairefoy benedictcumberbatch shaunevans petermcdonald dictynnahood D r a m a
Fat Head,93649,peterpaddon tomnaughton charevanaughton sallyfallonmorell tomnaughton D o c u m e n t a r y
Last Exit,93656,kathleenrobertson andrearoth noahbernett lindenashby johnfawcett C r i m e   D r a m a   T h r i l l e r
Verbo,93659,albagarcía miguelángelsilvestre verónicaechegui víctorclavijo eduardochapero-jackson A d v e n t u r e   F a n t a s y
Casa de mi Padre,93693,willferrell diegoluna pedroarmendárizjr. genesisrodriguez mattpiedmont C o m e d y
Corman's World: Exploits of a Hollywood Rebel,93700,paulw.s.anderson allanarkush ericbalfour paulbartel alexstapleton D o c u m e n t a r y
Tropical Fish,93702,akiochen yi-fanchen hsiao-fanfan pi-tunglien yu-hsunchen C o m e d y   D r a m a
Prom Queen: The Marc Hall Story,93707,aaronashmore jeanpierrebergeron marietifo macfyfe johnl'ecuyer C o m e d y   D r a m a
Evolver,93709,ethanembry cassidyrae nassiranicola chancequinn markrosman A c t i o n   H o r r o r   S c i - F i
Jiro Dreams of Sushi,93721,jiroono yoshikazuono masuhiroyamamoto daisukenakazama davidgelb D o c u m e n t a r y
Damsels in Distress,93723,gretagerwig carriemaclemore megalynechikunwoke analeightipton whitstillman C o m e d y   R o m a n c e
Pageant,93729,"carlglorioso victorbowling robertmartin davidlowman rondavis,stewarthalpern-fingerhut D o c u m e n t a r y"
White Night Wedding,93733,hilmirsnærguðnason margrétvilhjálmsdóttir laufeyelíasdóttir þrösturleógunnarsson baltasarkormákur D r a m a
Salmon Fishing in the Yemen,93740,amrwaked emilyblunt catherinesteadman tommison lassehallström C o m e d y   D r a m a   R o m a n c e
Eden of the East the Movie I: The King of Eden,93748,christinem.auten johnburgmeier leahclark takuyaeguchi kenjikamiyama A c t i o n   A n i m a t i o n   C r i m e   S c i - F i   T h r i l l e r
Eden of the East the Movie I: The King of Eden,93748,christinem.auten johnburgmeier leahclark takuyaeguchi kenjikamiyama A c t i o n   A n i m a t i o n   C r i m e   S c i - F i   T h r i l l e r
Eden of the East the Movie II: Paradise Lost,93750,jasonliebrecht saorihayami lydiamackay leahclark kenjikamiyama A n i m a t i o n   C r i m e   M y s t e r y   S c i - F i   T h r i l l e r
Meeting Evil,93764,lukewilson samuell.jackson lesliebibb peytonlist chrisfisher C r i m e   D r a m a   M y s t e r y   T h r i l l e r
Wrath of the Titans,93766,samworthington liamneeson ralphfiennes edgarramírez jonathanliebesman A c t i o n   A d v e n t u r e   F a n t a s y   I M A X
Bending the Rules,93768,jamiekennedy adamcopeland jenniferesposito aliciawitt artiemandelberg A c t i o n   D r a m a
Bending the Rules,93768,jamiekennedy adamcopeland jenniferesposito aliciawitt artiemandelberg A c t i o n   D r a m a
Bending the Rules,163016,jamiekennedy adamcopeland jenniferesposito aliciawitt artiemandelberg ( n o   g e n r e s   l i s t e d )
Bending the Rules,163016,jamiekennedy adamcopeland jenniferesposito aliciawitt artiemandelberg ( n o   g e n r e s   l i s t e d )
Paan Singh Tomar,93782,irrfankhan ravibhushanbhartiya hemendradandotiya navneetgairola tigmanshudhulia C r i m e
Detachment,93790,adrienbrody marciagayharden jamescaan christinahendricks tonykaye D r a m a
Answers to Nothing,93801,sampage caitlingerard chuckmccollum juliebenz matthewleutwyler D r a m a   M y s t e r y
4:44 Last Day on Earth,93803,shanynleigh willemdafoe tonyredman patkiernan abelferrara D r a m a   F a n t a s y   S c i - F i
Iron Sky,93805,juliadietze christopherkirby götzotto udokier timovuorensola A c t i o n   C o m e d y   S c i - F i
Absentia,93819,catherineparker courtneybell davelevine justingordon mikeflanagan H o r r o r
There's Something Wrong with Aunt Diane,93821,jessetemple bradkatinas dianeschuler jayschuler lizgarbus D o c u m e n t a r y
Ticked-Off Trannies with Knives,93834,krystalsummers kelexisdavenport willambelli ericaandrews israelluna A c t i o n   C o m e d y   C r i m e   H o r r o r   T h r i l l e r
The Raid: Redemption,93838,ikouwais joetaslim donnyalamsyah yayanruhian garethevans A c t i o n   C r i m e
Delicacy,93842,"audreytautou françoisdamiens brunotodeschini mélaniebernier davidfoenkinos,stéphanefoenkinos C o m e d y   R o m a n c e"
God Bless America,93855,joelmurray taralynnebarr melindapagehamilton mackenziebrookesmith bobcatgoldthwait C o m e d y   D r a m a
Romantics Anonymous,93892,benoîtpoelvoorde isabellecarré lorellacravotta liselamétrie jean-pierreaméris C o m e d y   R o m a n c e
Popatopolis,93900,jimwynorski juliek.smith juliestrain moniqueparent claywestervelt D o c u m e n t a r y
Village People Radio Show,93911,c.d.abdullah surianiabdullah brontpalarae amirmuhammad D o c u m e n t a r y
Genesis,93916,peptosar traehoulihan nachocerdà D r a m a   H o r r o r
Housefull 2,93921,akshaykumar johnabraham asin jacquelinefernandez sajidkhan C o m e d y   R o m a n c e
Agent Vinod,93923,saifalikhan kareenakapoor adilhussain ravikishan sriramraghavan A c t i o n
Footnote,93933,shlomobar-aba liorashkenazi alizarosen almazack josephcedar D r a m a
Café de Flore,93939,vanessaparadis kevinparent hélèneflorent evelynebrochu jean-marcvallée D r a m a
L!fe Happens,93946,krystenritter katebosworth rachelbilson geoffstults katcoiro C o m e d y
Midnight Movie,93948,rebekahbrandes danielbonjour gregcirulnick stanellsworth jackmessitt H o r r o r   T h r i l l e r
Silent House,93954,"elizabetholsen adamtrese ericshefferstevens juliachan chriskentis,lauralau H o r r o r   T h r i l l e r"
Wild About Harry,93963,brendangleeson amandadonohoe jamesnesbitt adriandunbar declanlowney C o m e d y   D r a m a   R o m a n c e
Keeping the Promise,93967,keithcarradine annetteo'toole brendanfletcher gordontootoosis sheldonlarry C h i l d r e n   D r a m a
Mirror Mirror,94015,juliaroberts lilycollins armiehammer nathanlane tarsemsingh A d v e n t u r e   C o m e d y   F a n t a s y
Mirror Mirror,94015,juliaroberts lilycollins armiehammer nathanlane tarsemsingh A d v e n t u r e   C o m e d y   F a n t a s y
Mirror Mirror,139026,juliaroberts lilycollins armiehammer nathanlane tarsemsingh H o r r o r
Mirror Mirror,139026,juliaroberts lilycollins armiehammer nathanlane tarsemsingh H o r r o r
Battleship,94018,taylorkitsch alexanderskarsgård rihanna brooklyndecker peterberg A c t i o n   S c i - F i   T h r i l l e r   I M A X
Terraferma,94044,filippopucillo donatellafinocchiaro beppefiorello mimmocuticchio emanuelecrialese D r a m a
Goodbye First Love,94068,lolacréton sebastianurzendowsky magne-håvardbrekke valériebonneton miahansen-løve D r a m a   R o m a n c e
Rush: Beyond the Lighted Stage,94074,"geddylee alexlifeson neilpeart trentreznor samdunn,scotmcfadyen D o c u m e n t a r y   M u s i c a l"
Crime After Crime,94101,deborahpeagler joshuasafran nadiacosta yoavpotash yoavpotash D o c u m e n t a r y
Black Pond,94103,"chrislangham simonamstell amandahadingue colinhurley tomkingsley,willsharpe C o m e d y   D r a m a"
18 Years Later,94107,marcobonini edoardoleo sabrinaimpacciatore eugeniacostantini edoardoleo C o m e d y   D r a m a
King of Devil's Island,94109,benjaminhelstad trondnilssen stellanskarsgård kristofferjoner mariusholst A c t i o n   D r a m a
King of Devil's Island,94109,benjaminhelstad trondnilssen stellanskarsgård kristofferjoner mariusholst A c t i o n   D r a m a
Twelve,94112,chacecrawford roryculkin philipettinger estiginzburg joelschumacher C r i m e   D r a m a   T h r i l l e r
Sharpay's Fabulous Adventure,94114,ashleytisdale austinbutler camerongoodman bradleystevenperry michaellembeck C h i l d r e n   C o m e d y
Comic-Con Episode IV: A Fan's Hope,94122,sethrogen kennethbranagh thomasjane stanlee morganspurlock D o c u m e n t a r y
Bullhead,94126,matthiasschoenaerts jeroenperceval jeannedandoy barbarasarafian michaëlr.roskam C r i m e   D r a m a
Uncovered,94142,katebeckinsale johnwood sinéadcusack paudgebehan jimmcbride M y s t e r y   T h r i l l e r
Hysteria,94150,hughdancy maggiegyllenhaal jonathanpryce felicityjones tanyawexler C o m e d y   R o m a n c e
Cold Storage,94153,nicksearcy mattkeeslar joellecarter andyboswell tonyelwood T h r i l l e r
Dante's Inferno: An Animated Epic,94160,"grahammctavish vanessabranch steveblum peterjessop victorcook,mikedisa,sang-jinkim,shûkômurase,jong-siknam,leeseung-gyu,yasuomiumetsu A c t i o n   A n i m a t i o n   F a n t a s y"
Dante's Inferno: An Animated Epic,94160,"grahammctavish vanessabranch steveblum peterjessop victorcook,mikedisa,sang-jinkim,shûkômurase,jong-siknam,leeseung-gyu,yasuomiumetsu A c t i o n   A n i m a t i o n   F a n t a s y"
Crazy Sexy Cancer,94188,auracarr kennethcarr kriscarr lesliecarr kriscarr D o c u m e n t a r y
Aakrosh,94190,ajaydevgn akshayekhanna bipashabasu pareshrawal priyadarshan A c t i o n   D r a m a   T h r i l l e r
Devil's Diary,94192,alexzjohnson miriammcdonald deannacasaluce magdaapanowicz farhadmann D r a m a   H o r r o r   M y s t e r y
